run,trial_idx,phase,wall_ts,a_state,b_state,b_direction
1,0,prompt,1787216519.823972,attention,rest,left
1,1,prompt,1787216545.17634,rest,rest,left
1,2,prompt,1787216570.553421,attention,rest,left
1,3,prompt,1787216596.068602,rest,rest,left
1,4,prompt,1787216623.176677,attention,rest,left
1,5,prompt,1787216648.675805,rest,rest,left
1,6,prompt,1787216673.727005,attention,rest,left
1,7,prompt,1787216699.325822,rest,rest,left
1,8,prompt,1787216725.226252,attention,rest,left
1,9,prompt,1787216750.718738,rest,rest,left
1,10,prompt,1787216775.876912,attention,rest,left
1,11,prompt,1787216801.276511,rest,rest,left
1,12,prompt,1787216827.732085,attention,rest,left
1,13,prompt,1787216853.375922,rest,rest,left
1,14,prompt,1787216878.427011,attention,rest,left
1,15,prompt,1787216903.757766,rest,rest,left
1,16,prompt,1787216930.376158,attention,rest,left
1,17,prompt,1787216955.525219,rest,rest,left
1,18,prompt,1787216980.726972,attention,rest,left
1,19,prompt,1787217005.926252,rest,rest,left
