run,trial_idx,phase,wall_ts,a_state,b_state,b_direction
1,0,prompt,1787215672.060365,attention,rest,left
1,1,prompt,1787215699.694444,rest,rest,left
1,2,prompt,1787215725.244736,attention,rest,left
1,3,prompt,1787215750.343512,rest,rest,left
1,4,prompt,1787215775.697243,attention,rest,left
1,5,prompt,1787215802.069592,rest,rest,left
1,6,prompt,1787215827.396426,attention,rest,left
1,7,prompt,1787215852.73194,rest,rest,left
1,8,prompt,1787215877.897027,attention,rest,left
1,9,prompt,1787215904.892473,rest,rest,left
1,10,prompt,1787215930.463995,attention,rest,left
1,11,prompt,1787215955.773501,rest,rest,left
1,12,prompt,1787215981.447176,attention,rest,left
1,13,prompt,1787216007.168666,rest,rest,left
1,14,prompt,1787216032.544711,attention,rest,left
1,15,prompt,1787216057.831015,rest,rest,left
1,16,prompt,1787216082.96751,attention,rest,left
1,17,prompt,1787216110.046124,rest,rest,left
1,18,prompt,1787216135.445851,attention,rest,left
1,19,prompt,1787216160.79729,rest,rest,left
